鳥|鳥の巣; 野鳥|`tori` no `su`; `ya``chou`|bird's nest; wild bird|tori:鳥の巣;chou:野鳥
明|明治; 解明; 表明; 糾明; 説明; 明らか; 鮮明; 光明; 証明; 明細; 明確; 不明; 究明; 克明|`mei``ji`; `kai``mei`; `hyou``mei`; `kyuu``mei`; `setsu``mei`; `aki`raka; `sen``mei`; `kou``myou`; `shou``mei`; `mei``sai`; `mei``kaku`; `fu``mei`; `kyuu``mei`; `koku``mei`|Meiji; to elucidate, unravel; declaration; searching examination, establishing facts through examination; explanation; clear, obvious; vivid, clear; bright light, bright future; proof, testimony, verification; details, particulars, specifics; clear, definite, distinct; unclear, uncertain, ambiguous; to look deep into, to investigate, to inquire info; detailed, scrupulous, diligent, sincere|mei:明治,解明,表明,糾明,説明,鮮明,証明,明細,明確,不明,究明,克明;aki:明らか;myou:光明
解|解く; 解かす; 理解; 解読; 見解; 解散; 分解; 正解; 解体; 和解; 解明; 難解; 解脱; 解禁; 解任; 解決; 解雇; 解除; 解消; 誤解; 解析; 解せない|`to`ku; `to`kasu; `ri``kai`; `kai``doku`; `ken``kai`; `kai``san`; `bun``kai`; `sei``kai`; `kai``tai`; `wa``kai`; `kai``mei`; `nan``kai`; `ge``datsu`; `kai``kin`; `kai``nin`; `kai``ketsu`; `kai``ko`; `kai``jo`; `kai``shou`; `go``kai`; `kai``seki`; `ge`senai|to untie, to solve, to unstitch; to melt (e.g. snow, ice); understanding; deciphering; opinion, point of view; breakup, dissolution; suru: disassembling, analyzing; correct; demolition, dismantling; reconciliation; to elucidate, unravel; difficult to understand; emancipation from wordly attachments (e.g. nirvana); lifting a ban; dismissal; to resolve; discharge, dismissal; cancellation, rescinding, calling off; cancellation, liquidation, reduction (e.g. of stress); misunderstanding; analysis; inscrutable, incomprehensible|to:解く,解かす;kai:理解,解読,見解,解散,分解,正解,解体,和解,解明,難解,解禁,解任,解決,解雇,解除,解消,誤解,解析;ge:解脱,解せない
正|正解; 正義; 正常; 正当; 正方形; 正直; 補正; 正統; 更正; 正確; 正式; 訂正|`sei``kai`; `sei``gi`; `sei``jou`; `sei``tou`; `sei``hou``kei`; `shou``jiki`; `ho``sei`; `sei``tou`; `kou``sei`; `sei``kaku`; `sei``shiki`; `tei``sei`|correct; justice; normal; just, justified; square; honesty; to revise, to correct; orthodox; correction, revision, e.g. setting a child on a better path; precise, accurate; formal, official; suru: to correct|sei:正解,正義,正常,正当,正方形,補正,正統,更正,正確,正式,訂正;shou:正直
和|和解; 不和; 和らぐ; 和む; 和やか; 和平; 飽和; 融和|`wa``kai`; `fu``wa`; `yawa`ragu; `nago`mu; `nago`yaka; `wa``hei`; `hou``wa`; `yuu``wa`|reconciliation; disharmony, discord; to soften, to calm down; to be softened, to calm down; clam, gentle, harmonious; peace; saturation; harmoney, reconcilliation|wa:和解,不和,和平,飽和,融和;yawa:和らぐ;nago:和む,和やか
脱|脱ぐ; 脱出; 脱する; 脱臼; 解脱; 脱退; 脱水症状; 脱獄; 逸脱|`nu`gu; `das``shutsu`; `das`suru; `dak``kyuu`; `ge``datsu`; `dat``tai`; `das``sui``shou``jou`; `datsu``goku`; `itsu``datsu`|to undress; escape, break-out; to escape from; dislocation (e.g. of a joint); emancipation from wordly attachments (e.g. nirvana); secession, withdrawal (from a lawsuit, etc.); dehydration; escaping from prison; deviation, departure|nu:脱ぐ;daxtsu:脱出,脱する,脱臼,脱退,脱水症状;datsu:解脱,脱獄,逸脱
武|武器; 武装; 武者; 武道; 武士; 武功|`bu``ki`; `bu``sou`; `mu``sha`; `bu``dou`; `bu``shi`; `bu``kou`|weapon; armament, suru: to arm; warrior; martial arts; warrior; military feats/achievements|bu:武器,武装,武道,武士,武功;mu:武者
装|武装; 装う; 女装; 装置; 服装; 変装; 装飾; 偽装; 塗装; 包装|`bu``sou`; `yosoo`u; `jo``sou`; `sou``chi`; `fuku``sou`; `hen``sou`; `sou``shoku`; `gi``sou`; `to``sou`; `hou``sou`|armament, suru: to arm; to wear (a costume), to pretend; dressing as a female; equipment, installation; garments, attire; disguise; ornament; disguise; coating; packing, wrapping|sou:武装,女装,装置,服装,変装,装飾,偽装,塗装,包装;yosoo:装う
服|服装; 服従; 呉服; 洋服; 制服; 服役; 屈服; 克服|`fuku``sou`; `fuku``juu`; `go``fuku`; `you``fuku`; `sei``fuku`; `fuku``eki`; `kup``puku`; `koku``fuku`|garments, attire; obedience, submission; cloth (for jp clothes), textile; western clothes; uniform; penal servitude, serving time in prison; suru: to yield, to sumit, to surrender; to overcome/conquer (e.g. a fear)|fuku:服装,服従,呉服,洋服,制服,服役,屈服,克服
変|変装; 変形; 変換; 相変わらず; 変更; 風変わり; 変貌|`hen``sou`; `hen``kei`; `hen``kan`; `ai``ka`warazu; `hen``kou`; `fuu``ga`wari; `hen``bou`|disguise; transformation, deformation; change, conversio, transformation; as always, as usual; change, modification, alteration; peculiar, strange, eccentric, unusual; transfiguration, transformation, change of appearance|hen:変装,変形,変換,変更,変貌;ka:相変わらず,風変わり
還|還る; 還元; 帰還; 返還; 奪還|`kae`ru; `kan``gen`; `ki``kan`; `hen``kan`; `dak``kan`|to be sent back/restored (to its proper place); to return/restore (e.g. company profits to the customers); repatriation, return; suru: to return, to restore (to its rightful place); recapture, take back, recover|kae:還る;kan:還元,帰還,返還,奪還
酸|酸っぱい; 酸素; 酸化; 酸性; 硫酸; 酢酸; 炭酸飲料|`su`ppai; `san``so`; `san``ka`; `san``sei`; `ryuu``san`; `saku``san`; `tan``san``in``ryou`|sour, acidic; oxygen; oxidization; acidity; sulfuric acid; acetic acid; carbonated drinks|su:酸っぱい;san:酸素,酸化,酸性,硫酸,酢酸,炭酸飲料
素|酸素; 水素; 元素; 素晴らしい; 素直; 素早い; 素っぴん; 素顔; 素人; 要素; 酵素; 素朴; 素性|`san``so`; `sui``so`; `gen``so`; `su``ba`rashii; `su``nao`; `su``baya`i; `su`ppin; `su``gao`; `shirou``to`; `you``so`; `kou``so`; `so``boku`; `su``jou`|oxygen; hydrogen; chemical element; excellent; obedient, honest/upfront; nimble; no makeup; face with no makeup; amateur; element (e.g. of an array), component, item in a list; enzyme (e.g. for fermentation); simple, artless; lineage, parentage, background, identity|so:酸素,水素,元素,要素,酵素,素朴;su:素晴らしい,素直,素早い,素っぴん,素顔,素性;shirou:素人
晴|素晴らしい; 快晴; 天晴|`su``ba`rashii; `kai``sei`; `ap``pare`|excellent; pleasant clear weather; praiseworthy, splendid|ba:素晴らしい;sei:快晴;pare:天晴
直|素直; 垂直; 直す; 直ちに; 直に; 正直; 直下; 直ぐ; 真っ直ぐ; 直線; 直角; 直感; 直後; 直前; 朴直; 直接; 直視; 率直|`su``nao`; `sui``choku`; `nao`su; `tada`chini; `jiki`ni; `shou``jiki`; `chok``ka`; `su`gu; `ma`s`su`gu; `choku``sen`; `chok``kaku`; `chok``kan`; `choku``go`; `choku``zen`; `boku``choku`; `choku``setsu`; `choku``shi`; `soc``choku`|obedient, honest/upfront; vertical, perpendicular; to fix; at once; soon, in a moment; honesty; right under; immediately, at once; right ahead; straight line; right angle; intuition, instincts; immediately following; immediately before; simplicity, honesty, naivete; directly; taking a straight look at something, looking someone straight in the eyes; frankly, directly, candidly|nao:素直,直す;choku:垂直,直線,直後,直前,朴直,直接,直視,率直;tada:直ちに;jiki:直に,正直;choxtsu:直下,直角,直感;su:直ぐ,真っ直ぐ
早|素早い; 早い; 早朝; 早退; 早期; 早速; 最早|`su``baya`i; `haya`i; `sou``chou`; `sou``tai`; `sou``ki`; `sas``soku`; `mo``haya`|nimble; fast; early morning; leaving school/office early; early stage; at once, without delay, immediately; already, now, no longer, not anymore|haya:素早い,早い,最早;sou:早朝,早退,早期;saxtsu:早速
顔|素顔; 顔面; 童顔|`su``gao`; `gan``men`; `dou``gan`|face with no makeup; face; child-like face|gao:素顔;gan:顔面,童顔
快|快楽; 快楽主義; 快い; 快復; 快晴; 軽快; 不快; 快調; 快活; 軽快; 快適|`kai``raku`; `kai``raku``shu``gi`; `kokoroyo`i; `kai``fuku`; `kai``sei`; `kei``kai`; `fu``kai`; `kai``chou`; `kai``katsu`; `kei``kai`; `kai``teki`|pleasure; hedonism; comfortable, pleasant; recuperation (from an illness); pleasant clear weather; light (of movement), nimple, sprightly; displeasure, discomfort, unpleasantness; good (condition), going well; cheerful, lighthearted; casual (e.g. dress), light, numble, jaunty (melody); pleasant, agreeable|kai:快楽,快楽主義,快復,快晴,軽快,不快,快調,快活,快適;kokoroyo:快い
軽|軽快; 軽い; 軽やか; 手軽; 軽減; 軽音楽; 軽快; 軽井沢; 軽蔑; 軽薄; 軽工業; 軽率|`kei``kai`; `karu`i; `karo`yaka; `te``garu`; `kei``gen`; `kei``on``gaku`; `kei``kai`; `karu``i``zawa`; `kei``betsu`; `kei``haku`; `kei``kou``gyou`; `kei``sotsu`|light (of movement), nimple, sprightly; light; graceful; easy, simple, straightforward; abatement, reduction; light music, popular music; casual (e.g. dress), light, numble, jaunty (melody); Karuizawa (summer resort area nw of tokyo); contempt, scorn; frivolous, superficial; light industry; thoughtless, imprudent, rash|kei:軽快,軽減,軽音楽,軽蔑,軽薄,軽工業,軽率;karu:軽い,手軽,軽井沢;karo:軽やか
炭|炭; 石炭; 炭鉱; 薪炭; 炭酸飲料|sumi; `seki``tan`; `tan``kou`; `shin``tan`; `tan``san``in``ryou`|charcoal; coal; coal mine; wood and charcoal, fuel; carbonated drinks|sumi:炭;tan:石炭,炭鉱,薪炭,炭酸飲料
鉱|鉱物; 鉱山; 炭鉱; 鉱脈|`kou``butsu`; `kou``zan`; `tan``kou`; `kou``myaku`|mineral; mine (e.g. for ore); coal mine; vein (e.g. for ore)|kou:鉱物,鉱山,炭鉱,鉱脈
氏|氏; 氏名; 彼氏; 某氏|uji; `shi``mei`; `kare``shi`; `bou``shi`|family name, lineage; full name, identity; boyfriend; certain person|uji:氏;shi:氏名,彼氏,某氏
彼|彼氏|`kare``shi`|boyfriend|kare:彼氏
某|某; 某氏|bou; `bou``shi`|a certain (e.g. 某国, 某高校); certain person|bou:某,某氏
再|再び; 再会; 再生; 再来年; 再度; 再現; 再嫁; 再婚; 再編成; 再三|`futata`bi; `sai``kai`; `sai``sei`; `sa``rai``nen`; `sai``do`; `sai``gen`; `sai``ka`; `sai``kon`; `sai``hen``sei`; `sai``san`|once again; to meet again; resuscitation, regeneration; year after next; second time, twice; reproduce, make reappear; remarriage; remarriage; reorganize, restructure, reshuffle; again and again, repeatedly|futata:再び;sai:再会,再生,再度,再現,再嫁,再婚,再編成,再三;sa:再来年
旧|旧; 復旧; 旧弊|kyuu; `fuk``kyuu`; `kyuu``hei`|former, ex-; restoration; old evils, long-standing abuses|kyuu:旧,復旧,旧弊
黒|大黒柱; 大黒; 黒; 黒板; 漆黒|`dai``koku``bashira`; `dai``koku`; kuro; `koku``ban`; `shik``koku`|central pillar (of a building), breadwinner; god of wealth; black, guilty; blackboard; pitch black|koku:大黒柱,大黒,黒板,漆黒;kuro:黒
柱|大黒柱; 柱; 電柱|`dai``koku``bashira`; hashira; `den``chuu`|central pillar (of a building), breadwinner; pillar; telephone pole|hashira:大黒柱,柱;chuu:電柱
電|電柱; 電鈴; 電磁; 電灯; 充電|`den``chuu`; `den``rei`; `den``ji`; `den``tou`; `juu``den`|telephone pole; electric bell; electromagnetism; electric light; charging|den:電柱,電鈴,電磁,電灯,充電
煩|煩わす; 煩い|`wazura`wasu; `wazura`i|to trouble, to bother; worry, agony (e.g. 恋煩い)|wazura:煩わす,煩い
産|出産; 産む; 財産; 産毛; お土産; 生産; 不動産; 特産; 水産; 日産; 国産; 共産主義; 畜産|`shus``san`; `u`mu; `zai``san`; `ubu``ge`; omiyage; `sei``san`; `fu``dou``san`; `toku``san`; `sui``san`; `nis``san`; `koku``san`; `kyou``san``shu``gi`; `chiku``san`|to give birth, to produce (goods); to give birth to (everything except humans. e.g. laying an egg); property, fortune, assets; soft hair like peach-fuzz; present, souvenir; suru:produce, manufacture; real estate; specialty product; aquatic products, fisheries; daily output, Nissan; domestic, domestically-produced; Communism; livestock industry, animal husbandry|san:出産,財産,生産,不動産,特産,水産,日産,国産,共産主義,畜産;u:産む;ubu:産毛;omiyage:お土産
土|お土産; 泥土; 土俵; 土地|omiyage; `dei``do`; `do``hyou`; `to``chi`|present, souvenir; mud; wrestling ring, forum (for discussion); land|omiyage:お土産;to:泥土,土俵,土地
深|深める; 深刻; 深夜; 最深; 水深|`fuka`meru; `shin``koku`; `shin``ya`; `sai``shin`; `sui``shin`|to deepen, to promote (e.g. better understanding); series, grave; late at night; deepest; water depth|fuka:深める;shin:深刻,深夜,最深,水深
砂|砂; 砂利|suna; `ja``ri`|sand; gravel|suna:砂;ja:砂利
辺|辺; 辺り; 海辺; 辺境; 机辺; 周辺|hen; `ata`ri; `umi``be`; `hen``kyou`; `ki``hen`; `shuu``hen`|vicinity, area; vicinity, area; coast, seaside; remote region, frontier district; near a desk; outskirts, in the vicinity of|hen:辺,辺境,机辺,周辺;ata:辺り;be:海辺
海|海辺; 西海岸; 海外; 北海道; 海洋; 海底; 海賊; 掃海; 臨海; 臨海; 海の幸|`umi``be`; `nishi``kai``gan`; `kai``gai`; `hok``kai``dou`; `kai``you`; `kai``tei`; `kai``zoku`; `sou``kai`; `rin``kai`; `rin``kai`; `umi`no`sachi`|coast, seaside; west coast; foreign, abroad, overseas; Hokkaidou; ocean; bottom of the sea; pirate; sweeping the sea for mines; coastal, maritime, seaside; boundary; food (delicacies) from the sea|umi:海辺,海の幸;kai:西海岸,海外,北海道,海洋,海底,海賊,掃海,臨海
境|境; 国境; 境界; 心境; 境遇; 辺境|sakai; `kok``kyou`; `kyou``kai`; `shin``kyou`; `kyou``guu`; `hen``kyou`|boundary, border; national border; boundary; mental state; environment, circumstances; remote region, frontier district|sakai:境;kyou:国境,境界,心境,境遇,辺境
補|補う; 補佐; 補助; 補強; 補完; 候補者; 立候補; 補足; 補正; 補給; 補充|`ogina`u; `ho``sa`; `ho``jo`; `ho``kyou`; `ho``kan`; `kou``ho``sha`; `rik``kou``ho`; `ho``soku`; `ho``sei`; `ho``kyuu`; `ho``juu`|to supply, make up for/compensate for; assistance, suru: to assist; assistance, support, subsidy; support; supplementation; candidate; to announce candidacy/becoming a candidate; suru: supplement; to revise, to correct; supplying, replenishment; replenishment, supplementation, refilling|ogina:補う;ho:補佐,補助,補強,補完,候補者,立候補,補足,補正,補給,補充
佐|補佐|`ho``sa`|assistance, suru: to assist|sa:補佐
馬|馬; 出馬; 子馬|uma; `shutsu``ba`; `ko``uma`|horse; suru: to stand or run as a candidate; pony|uma:馬,子馬;ba:出馬
忍|忍ぶ; 声を忍ばせる|`shino`bu; `koe` wo `shino`baseru|to conceal oneself; to lower one's voice|shino:忍ぶ,声を忍ばせる
構|構える; 構う; 構造; 結構; 虚構|`kama`eru; `kama`u; `kou``zou`; `kek``kou`; `kyo``kou`|to set up, to get ready; to mind, to care about; structure; good, quite, fairly; fiction, fabrication, concoction|kama:構える,構う;kou:構造,結構,虚構
腰|腰; 物腰; 腰部; 腰痛; 腰囲|koshi; `mono``goshi`; `you``bu`; `you``tsuu`; `you``i`|hips; demeanour, manner; pelvic area; lower back pain; hip measurement|koshi:腰,物腰;you:腰部,腰痛,腰囲
客|客人; 旅客; 観客; 客観的; 賓客; 珍客; 顧客|`kyaku``jin`; `ryo``kaku`; `kan``kyaku`; `kyak``kan``teki`; `hin``kyaku`; `chin``kyaku`; `ko``kyaku`|guest; passenger; audience, spectator; objective; guest of honor; unexpected/rare guest; customer, client, patron|kyaku:客人,観客,賓客,珍客,顧客;kaku:旅客;kyaxtsu:客観的
観|観光; 観察; 観客; 客観的; 主観的; 価値観; 観覧; 観覧車; 陪観; 楽観|`kan``kou`; `kan``satsu`; `kan``kyaku`; `kyak``kan``teki`; `shu``kan``teki`; `ka``chi``kan`; `kan``ran`; `kan``ran``sha`; `bai``kan`; `rak``kan`|sightseeing; observe; audience, spectator; objective; subjective; value system, sense of values; viewing; ferris wheel; viewing something in the company of one's superiors; optimism, taking an optimistic view|kan:観光,観察,観客,客観的,主観的,価値観,観覧,観覧車,陪観,楽観
精|精子|`sei``shi`|sperm|sei:精子
資|資金; 物資; 資料; 出資; 資本; 投資; 資源; 融資; 資格; 資質|`shi``kin`; `bus``shi`; `shi``ryou`; `shus``shi`; `shi``hon`; `tou``shi`; `shi``gen`; `yuu``shi`; `shi``kaku`; `shi``shitsu`|funds; goods, materials; materials, documents; investment, contribution; capital (e.g. 社会資本 = social capital); investment; resources; suru: to finance, to loan; qualifications, capabilities, certifications; disposition, qualities, nature, temprament|shi:資金,物資,資料,出資,資本,投資,資源,融資,資格,資質
料|資料; 料理; 料; 無料; 食料; 飲料; 清涼飲料水; 甘味料; 肥料; 給料; 炭酸飲料|`shi``ryou`; `ryou``ri`; ryou; `mu``ryou`; `shoku``ryou`; `in``ryou`; `sei``ryou``in``ryou``sui`; `kan``mi``ryou`; `hi``ryou`; `kyuu``ryou`; `tan``san``in``ryou`|materials, documents; cooking; fee; free of charge; food; beverage, drink; soft drink; sweetener; fertilizer; salary, wages, pay; carbonated drinks|ryou:資料,料理,料,無料,食料,飲料,清涼飲料水,甘味料,肥料,給料,炭酸飲料
捕|捕まえる; 捕らえる; 捕縛; 逮捕; 逮捕状|`tsuka`maeru; `to`raeru; `ho``baku`; `tai``ho`; `tai``ho``jou`|to catch, arrest; to seize, capture; to arrest, capture; suru: to arrest; arrest warrant|tsuka:捕まえる;to:捕らえる;ho:捕縛,逮捕,逮捕状
縛|縛る; 捕縛|`shiba`ru; `ho``baku`|to restrain; to arrest, capture|shiba:縛る;baku:捕縛
嫁|嫁; 嫁ぐ; 嫁する; 転嫁; 再嫁|yome; `totsu`gu; `ka`suru; `ten``ka`; `sai``ka`|bride; to marry into/off (fem); to wed/be married, shift blame; pass the buck (blame); remarriage|yome:嫁;totsu:嫁ぐ;ka:嫁する,転嫁,再嫁
璧|完璧|`kan``peki`|perfect|peki:完璧
召|召し上がる; 召集; 思し召し; お召になる|`me`shi`a`garu; `shou``shuu`; `obo`shi`me`shi; o`meshi`ninaru|eat (honorific); convening, calling together (e.g. parliment, strategy meeting, etc.); will (esp. of god); to wear, to have (a coat) (honorific)|me:召し上がる,思し召し;shou:召集;meshi:お召になる
